Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Mackenzie Dern,163.0,115.0,160.0,12.0,3.0,0.0,3.36,40,4.09,51,0.81,15,40,1.5,30.0,11,1,False,True,False,False,False
Royce Gracie,185.0,175.0,185.0,15.0,1.0,3.0,0.88,41,1.13,37,0.0,0,66,0.8,57.0,2,-1,False,False,False,True,False
Keith Hackney,180.0,200.0,180.0,2.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,3,-1,False,False,True,False,False
Melquizael Costa,178.0,145.0,180.0,19.0,5.0,0.0,2.53,46,2.42,33,0.0,0,42,0.0,27.0,1,-1,False,False,False,True,False
Josh Ferguson,165.0,125.0,165.0,10.0,4.0,0.0,2.13,43,4.18,32,0.59,11,54,0.0,35.0,2,-2,False,True,False,False,False
Clifford Starks,183.0,185.0,198.0,13.0,2.0,0.0,1.94,33,2.49,58,1.94,100,60,0.0,42.0,3,-2,False,True,False,False,False
Farid Basharat,173.0,135.0,180.0,9.0,0.0,0.0,5.8,63,2.43,60,3.0,60,83,0.0,26.0,1,1,False,True,False,False,False
Yanal Ashmouz,175.0,155.0,173.0,6.0,0.0,0.0,12.0,75,1.6,71,12.0,100,0,0.0,28.0,1,1,False,True,False,False,False
Johny Hendricks,175.0,185.0,175.0,18.0,7.0,0.0,3.49,45,3.99,53,3.83,46,63,0.3,40.0,21,-2,False,False,False,True,False
Koji Oishi,173.0,170.0,173.0,25.0,9.0,10.0,1.43,9,17.86,43,0.0,0,0,0.0,46.0,2,-2,False,True,False,False,False
Lodune Sincaid,175.0,185.0,175.0,15.0,8.0,0.0,2.72,42,6.17,57,0.0,0,75,0.0,50.0,1,-1,False,True,False,False,False
Hector Lombard,175.0,185.0,180.0,34.0,9.0,1.0,3.02,46,3.35,53,1.69,48,77,0.5,45.0,11,-6,False,False,False,True,False
Marcus LeVesseur,175.0,155.0,178.0,22.0,6.0,0.0,2.55,64,3.7,37,3.89,36,83,0.6,41.0,3,-1,False,False,False,True,False
Matt Hamill,185.0,205.0,193.0,12.0,7.0,0.0,3.69,42,3.8,61,3.0,34,91,0.0,47.0,15,-1,False,True,False,False,False
Rodrigo de Lima,170.0,155.0,170.0,8.0,2.0,1.0,1.29,33,5.5,32,2.66,36,0,1.3,32.0,2,-2,False,True,False,False,False
Rodrigo Nascimento,188.0,246.0,203.0,9.0,1.0,0.0,4.2,49,4.6,40,1.58,41,75,0.9,31.0,5,3,False,True,False,False,False
Andre Soukhamthath,175.0,135.0,178.0,13.0,7.0,0.0,2.77,44,4.31,49,1.25,53,58,0.2,35.0,6,-1,False,True,False,False,False
Gregor Gillespie,170.0,155.0,180.0,13.0,1.0,0.0,3.74,52,2.3,57,6.86,48,100,0.8,37.0,8,1,False,True,False,False,False
Ryan Jensen,185.0,185.0,193.0,21.0,7.0,0.0,2.84,39,2.99,59,1.55,50,31,1.9,46.0,8,-2,False,True,False,False,False
Sione Latu,183.0,215.0,183.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,True,False,False,False
Vagner Rocha,178.0,155.0,185.0,14.0,3.0,0.0,2.64,42,4.5,48,1.4,33,50,1.9,41.0,4,-2,False,True,False,False,False
Eliot Marshall,188.0,205.0,196.0,10.0,3.0,0.0,1.93,27,2.39,67,0.47,33,79,0.9,43.0,6,-3,False,True,False,False,False
War Machine,180.0,170.0,180.0,14.0,4.0,0.0,2.32,60,3.17,43,1.16,50,40,0.0,42.0,2,-1,False,True,False,False,False
John Castaneda,168.0,135.0,180.0,19.0,6.0,0.0,4.24,47,4.8,55,1.69,38,71,0.2,32.0,5,1,False,False,False,False,True
Lisa Ellis,163.0,115.0,163.0,15.0,10.0,0.0,1.68,48,2.32,57,4.19,63,50,0.6,41.0,2,-2,False,True,False,False,False
David Hood,183.0,200.0,183.0,1.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
David Lee,178.0,155.0,178.0,12.0,9.0,0.0,1.49,50,3.31,42,0.0,0,50,0.0,37.0,2,-2,False,True,False,False,False
Piotr Hallmann,175.0,155.0,180.0,18.0,5.0,0.0,3.98,45,3.17,58,2.55,44,70,0.4,36.0,6,-3,False,True,False,False,False
Brian Houston,188.0,185.0,188.0,4.0,5.0,0.0,1.9,35,3.67,53,0.95,100,87,0.0,42.0,2,-2,False,True,False,False,False
Kuniyoshi Hironaka,178.0,168.0,178.0,23.0,8.0,0.0,1.98,40,3.01,54,1.91,30,25,0.6,47.0,4,-2,False,True,False,False,False
Jason Saggo,180.0,155.0,180.0,12.0,3.0,0.0,2.5,39,2.94,52,2.33,40,23,0.0,38.0,6,-2,False,True,False,False,False
Julio Arce,170.0,135.0,178.0,18.0,5.0,0.0,4.38,36,3.1,68,0.49,30,95,0.4,34.0,9,-1,False,False,False,True,False
Andre Ewell,173.0,145.0,190.0,17.0,8.0,0.0,4.28,40,4.87,51,0.36,75,72,0.1,35.0,9,-3,False,False,False,True,False
Cristian Quinonez,173.0,135.0,178.0,17.0,3.0,0.0,5.21,41,4.6,62,0.82,100,100,0.0,27.0,1,1,False,True,False,False,False
Keith Jardine,188.0,185.0,193.0,17.0,10.0,2.0,3.25,36,2.98,59,1.18,45,62,0.7,48.0,13,-4,False,True,False,False,False
Gavin Tucker,168.0,145.0,168.0,13.0,1.0,0.0,4.39,45,4.28,57,2.98,42,53,1.5,37.0,6,-1,False,False,False,True,False
Miles Johns,170.0,135.0,168.0,12.0,2.0,0.0,3.63,48,2.85,69,0.86,19,92,0.0,29.0,6,1,False,True,False,False,False
Rony Jason,170.0,145.0,185.0,14.0,6.0,0.0,2.04,44,3.14,53,0.59,30,36,0.8,39.0,8,-3,False,True,False,False,False
Tommy Speer,178.0,170.0,180.0,21.0,6.0,0.0,2.56,51,5.12,35,2.02,33,33,0.0,39.0,2,-2,False,True,False,False,False
Dokonjonosuke Mishima,170.0,155.0,170.0,21.0,6.0,2.0,1.06,41,1.22,52,2.47,40,25,1.4,51.0,2,-2,False,False,False,True,False
Charles Rosa,175.0,145.0,175.0,14.0,7.0,0.0,3.08,36,3.86,47,1.67,35,38,1.0,37.0,13,-3,False,False,False,False,True
Chidi Njokuani,190.0,185.0,203.0,22.0,8.0,0.0,3.82,62,2.62,56,0.0,0,70,0.3,35.0,4,-2,False,True,False,False,False
Tereza Bleda,175.0,125.0,180.0,6.0,0.0,0.0,2.57,50,2.04,44,1.13,25,83,1.1,22.0,1,-1,False,True,False,False,False
Ivan Salaverry,183.0,185.0,183.0,14.0,8.0,0.0,3.01,47,1.19,76,0.49,18,36,2.5,52.0,7,-3,False,True,False,False,False
Devonte Smith,175.0,155.0,193.0,11.0,3.0,0.0,4.55,53,3.91,49,0.35,25,85,0.3,30.0,6,-2,False,True,False,False,False
Alexis Dufresne,175.0,135.0,175.0,6.0,2.0,0.0,1.33,27,3.33,60,1.5,50,50,0.0,33.0,2,-2,False,True,False,False,False
Carlos Hernandez,173.0,125.0,170.0,8.0,1.0,0.0,4.93,47,4.12,45,0.9,11,66,0.5,30.0,2,-1,False,True,False,False,False
Seo Hee Ham,157.0,115.0,157.0,17.0,7.0,0.0,4.2,39,5.15,61,0.0,0,66,0.2,36.0,4,-2,False,False,False,True,False
Antonio Carvalho,175.0,145.0,178.0,15.0,5.0,0.0,3.03,29,3.62,64,0.0,0,100,0.0,44.0,4,-1,False,True,False,False,False
Kay Hansen,157.0,115.0,160.0,7.0,5.0,0.0,3.01,50,3.19,51,1.83,22,37,0.8,24.0,4,-3,False,True,False,False,False
Desmond Green,178.0,155.0,185.0,22.0,8.0,0.0,3.7,46,2.51,69,1.62,50,75,0.0,34.0,7,2,False,False,False,True,False
Philip De Fries,196.0,250.0,201.0,12.0,5.0,0.0,2.3,47,3.0,37,3.29,42,100,0.6,37.0,5,-2,False,True,False,False,False
Greg Soto,180.0,170.0,185.0,9.0,3.0,0.0,3.21,63,2.61,52,1.49,27,44,1.0,37.0,3,-1,False,True,False,False,False
Sean Alvarez,183.0,235.0,183.0,4.0,2.0,0.0,0.89,37,3.25,47,0.0,0,0,0.0,52.0,1,-1,False,True,False,False,False
Chris Spang,188.0,170.0,188.0,6.0,2.0,0.0,1.83,36,1.95,60,0.0,0,50,0.9,36.0,1,-1,False,True,False,False,False
Carmelo Marrero,183.0,205.0,185.0,16.0,5.0,0.0,0.84,34,2.04,54,3.21,36,36,0.9,42.0,4,-3,False,True,False,False,False
Ariel Beck,168.0,125.0,168.0,4.0,4.0,0.0,4.44,34,4.31,64,0.0,0,0,0.0,33.0,1,-1,False,False,False,True,False
TJ Dillashaw,168.0,135.0,170.0,18.0,4.0,0.0,5.09,41,3.47,62,1.56,30,77,0.8,37.0,18,-1,False,True,False,False,False
Mackens Semerzier,175.0,145.0,183.0,8.0,3.0,0.0,2.91,45,3.48,46,2.14,50,50,2.1,43.0,2,-1,False,True,False,False,False
Jordan Espinosa,168.0,125.0,175.0,15.0,8.0,0.0,4.22,52,2.94,57,0.75,28,70,0.2,34.0,6,-2,False,True,False,False,False
Gilbert Yvel,188.0,225.0,196.0,39.0,15.0,1.0,1.05,47,1.78,50,0.0,0,25,1.0,47.0,3,-3,False,True,False,False,False
Yazmin Jauregui,160.0,115.0,163.0,9.0,0.0,0.0,6.35,41,4.23,57,0.0,0,100,0.0,24.0,2,2,False,True,False,False,False
Tim Sylvia,203.0,265.0,203.0,31.0,9.0,0.0,4.23,41,2.61,61,0.11,100,75,0.1,47.0,13,-1,False,True,False,False,False
Derrick Noble,175.0,170.0,175.0,27.0,14.0,1.0,6.21,40,3.79,59,0.0,0,0,0.0,45.0,1,-1,False,False,False,True,False
Aaron Rosa,193.0,205.0,196.0,18.0,5.0,0.0,4.03,47,4.41,45,0.36,33,85,0.4,40.0,3,-1,False,True,False,False,False
Wes Albritton,178.0,188.0,178.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Reuben Duran,170.0,135.0,180.0,11.0,6.0,1.0,3.19,49,2.61,50,0.98,23,25,0.7,40.0,4,-2,False,True,False,False,False
Larissa Pacheco,170.0,135.0,170.0,10.0,1.0,0.0,1.21,19,4.14,55,0.0,0,0,0.0,29.0,2,-2,False,True,False,False,False
Allan Nascimento,173.0,125.0,175.0,19.0,6.0,0.0,3.21,61,2.28,50,1.55,26,16,0.9,32.0,3,2,False,True,False,False,False
Tyrone Roberts,175.0,185.0,175.0,42.0,12.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,True,False,False,False
Alex Reyes,180.0,170.0,185.0,13.0,2.0,0.0,4.56,46,8.35,38,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Manny Bermudez,178.0,145.0,180.0,14.0,1.0,0.0,2.92,61,2.68,46,3.06,54,0,3.1,29.0,5,-2,False,True,False,False,False
Jared Rosholt,188.0,265.0,190.0,14.0,3.0,0.0,2.08,46,1.52,59,1.83,41,66,0.1,37.0,8,-1,False,True,False,False,False
Hatsu Hioki,180.0,145.0,185.0,29.0,9.0,2.0,2.42,42,2.12,65,2.55,56,54,0.6,40.0,8,-2,False,True,False,False,False
Bryan Caraway,173.0,135.0,173.0,21.0,8.0,0.0,2.53,34,3.61,54,2.57,25,80,0.8,39.0,10,-2,False,True,False,False,False
Taylor Lapilus,168.0,135.0,185.0,17.0,3.0,0.0,3.77,45,2.0,61,0.58,40,81,0.6,31.0,4,1,False,False,False,True,False
Jamie Mullarkey,183.0,155.0,188.0,16.0,5.0,0.0,4.2,46,4.2,54,2.91,35,75,0.2,29.0,8,-1,False,True,False,False,False
Alex Oliveira,180.0,170.0,193.0,22.0,11.0,1.0,2.99,51,2.55,46,2.35,38,63,0.6,35.0,21,-4,False,True,False,False,False
Anying Wang,183.0,170.0,183.0,2.0,0.0,0.0,1.32,26,1.63,44,0.0,0,33,0.0,32.0,2,-1,False,True,False,False,False
Ricardo Lamas,173.0,145.0,180.0,19.0,8.0,0.0,3.13,47,2.87,57,1.84,33,46,0.9,41.0,17,1,False,True,False,False,False
James Krause,188.0,170.0,185.0,27.0,9.0,0.0,4.79,49,4.11,61,0.96,18,59,0.9,37.0,13,1,False,True,False,False,False
Richard Crunkilton,170.0,155.0,170.0,19.0,3.0,0.0,1.72,41,1.45,58,4.08,61,65,1.3,44.0,1,-1,False,True,False,False,False
Martin Sano,180.0,170.0,190.0,4.0,2.0,1.0,4.0,33,12.0,40,0.0,0,0,0.0,32.0,1,-1,False,True,False,False,False
Damian Stasiak,165.0,135.0,178.0,10.0,5.0,0.0,1.86,36,3.1,52,2.64,35,43,0.6,33.0,6,-3,False,True,False,False,False
Michel Batista,190.0,260.0,190.0,4.0,0.0,0.0,0.0,0,4.03,40,6.72,50,0,0.0,39.0,1,-1,False,True,False,False,False
Martin Bravo,173.0,145.0,180.0,11.0,2.0,0.0,7.66,39,5.72,51,2.6,35,85,0.0,30.0,4,-3,False,False,False,True,False
Darian Weeks,180.0,170.0,183.0,5.0,2.0,0.0,4.49,51,4.56,51,2.0,30,100,0.0,30.0,3,-3,False,True,False,False,False
Dustin Stoltzfus,183.0,185.0,190.0,14.0,4.0,0.0,2.96,41,3.28,46,1.76,35,46,0.5,32.0,5,-1,False,True,False,False,False
Peggy Morgan,185.0,135.0,185.0,4.0,3.0,0.0,2.27,23,8.2,33,0.0,0,50,0.0,44.0,1,-1,False,True,False,False,False
Robert Whiteford,175.0,145.0,175.0,14.0,3.0,0.0,2.33,46,1.99,62,1.9,30,45,0.0,40.0,5,-2,False,False,False,True,False
John Marsh,183.0,265.0,183.0,8.0,6.0,0.0,0.83,42,2.23,40,0.43,100,54,0.4,53.0,1,-1,False,True,False,False,False
Chris Clements,178.0,170.0,178.0,12.0,5.0,0.0,3.2,49,2.37,44,0.0,0,32,0.3,47.0,4,-1,False,True,False,False,False
Mike King,190.0,185.0,190.0,5.0,0.0,0.0,4.44,58,1.29,72,1.75,25,40,3.5,40.0,1,-1,False,True,False,False,False
Murilo Bustamante,188.0,183.0,188.0,14.0,8.0,1.0,1.33,32,1.9,60,2.46,33,54,1.2,57.0,4,2,False,True,False,False,False
Walel Watson,180.0,135.0,190.0,14.0,9.0,0.0,2.1,29,3.79,43,0.0,0,61,1.4,39.0,4,-3,False,True,False,False,False
Geane Herrera,165.0,125.0,168.0,9.0,2.0,0.0,1.51,31,5.07,52,0.83,37,38,0.6,33.0,4,-2,False,True,False,False,False
Dan Barrera,175.0,170.0,175.0,3.0,0.0,0.0,0.8,70,1.2,28,1.0,8,0,0.0,43.0,1,-1,False,True,False,False,False
Viviane Araujo,163.0,125.0,173.0,11.0,4.0,0.0,4.63,47,5.45,55,1.81,48,82,0.6,37.0,9,-2,False,True,False,False,False
Joel Alvarez,190.0,155.0,196.0,19.0,2.0,0.0,3.44,44,3.68,49,0.0,0,0,1.2,30.0,6,-1,False,True,False,False,False
Jay Silva,188.0,185.0,188.0,10.0,10.0,1.0,1.13,34,3.07,40,0.0,0,38,1.0,37.0,2,-2,False,False,False,True,False
Jared Vanderaa,193.0,265.0,203.0,12.0,9.0,0.0,4.96,44,5.67,45,0.18,50,20,0.0,31.0,7,-5,False,True,False,False,False
Alex Nicholson,193.0,185.0,196.0,7.0,3.0,0.0,4.12,43,4.65,47,0.0,0,50,0.5,33.0,4,-2,False,True,False,False,False
Mike de la Torre,180.0,145.0,180.0,14.0,6.0,0.0,3.21,39,4.75,51,0.36,16,83,0.0,37.0,6,-2,False,True,False,False,False
Masanori Kanehara,170.0,135.0,170.0,26.0,11.0,5.0,1.88,49,1.63,62,1.44,50,63,0.9,41.0,3,-2,False,True,False,False,False
Keigo Kunihara,183.0,235.0,183.0,3.0,1.0,0.0,0.17,10,1.99,57,4.97,40,100,2.5,37.0,1,-1,False,True,False,False,False
Alvin Robinson,175.0,155.0,173.0,15.0,8.0,0.0,1.57,50,1.29,51,1.24,50,25,1.2,41.0,4,-2,False,False,False,True,False
Brian Bowles,170.0,135.0,178.0,10.0,2.0,0.0,2.36,26,2.98,64,1.39,70,54,1.4,43.0,4,-2,False,True,False,False,False
Iuri Alcantara,175.0,135.0,180.0,35.0,9.0,0.0,2.72,45,2.79,49,1.44,62,60,0.8,43.0,17,-1,False,False,False,True,False
Felicia Spencer,168.0,145.0,173.0,8.0,3.0,0.0,3.21,48,4.54,45,1.18,18,27,0.2,33.0,6,1,False,True,False,False,False
Rafael Cavalcante,185.0,205.0,188.0,12.0,6.0,0.0,2.71,53,3.62,49,0.6,40,63,0.1,43.0,5,-3,False,True,False,False,False
Darko Stosic,183.0,205.0,193.0,13.0,3.0,0.0,2.61,45,4.04,58,3.42,50,83,0.0,31.0,4,-3,False,True,False,False,False
Frankie Edgar,168.0,135.0,173.0,23.0,10.0,1.0,3.77,40,2.82,65,2.29,31,65,0.3,42.0,29,-3,False,True,False,False,False
Samy Schiavo,173.0,155.0,173.0,10.0,5.0,0.0,1.68,34,2.62,38,0.94,50,66,0.9,48.0,2,-2,False,True,False,False,False
Rocky Lee,175.0,145.0,175.0,3.0,1.0,0.0,2.47,51,5.33,44,1.0,10,33,0.0,36.0,1,-1,False,True,False,False,False
Montel Jackson,178.0,135.0,190.0,12.0,2.0,0.0,3.36,53,1.41,64,3.42,71,69,0.3,31.0,9,4,False,False,False,True,False
Seth Baczynski,190.0,170.0,190.0,20.0,13.0,0.0,3.08,31,3.14,51,0.89,16,48,0.8,42.0,11,-3,False,True,False,False,False
Tony Sims,180.0,155.0,178.0,12.0,3.0,0.0,1.81,63,0.76,65,0.71,50,50,0.7,38.0,3,-2,False,False,False,True,False
Sean Daugherty,183.0,175.0,183.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,48.0,1,-1,False,True,False,False,False
Peter Sobotta,183.0,170.0,190.0,17.0,6.0,1.0,2.14,40,2.9,58,1.53,32,77,0.5,36.0,10,-2,False,False,False,True,False
Matt Sayles,170.0,155.0,173.0,8.0,3.0,0.0,4.83,41,2.81,61,0.36,16,81,0.7,29.0,4,-2,False,True,False,False,False
Ange Loosa,178.0,170.0,188.0,8.0,3.0,0.0,6.24,44,7.47,49,1.0,30,100,0.3,30.0,2,1,False,True,False,False,False
Edilberto de Oliveira,183.0,170.0,183.0,29.0,14.0,2.0,4.12,32,6.79,61,0.0,0,0,0.0,41.0,2,-2,False,True,False,False,False
Mike Breeden,178.0,155.0,178.0,10.0,4.0,0.0,5.43,42,6.38,41,1.44,37,59,0.0,34.0,2,-2,False,True,False,False,False
Jason MacDonald,190.0,185.0,203.0,25.0,15.0,0.0,1.55,52,2.7,46,1.43,16,35,2.0,48.0,14,-2,False,True,False,False,False
James Moontasri,178.0,170.0,180.0,9.0,4.0,0.0,2.39,48,3.86,40,0.0,0,79,0.2,35.0,6,-2,False,False,False,False,True
Syuri Kondo,163.0,115.0,168.0,6.0,2.0,0.0,5.4,44,7.22,58,0.0,0,83,0.3,34.0,4,-3,False,True,False,False,False
Jianping Yang,170.0,145.0,170.0,11.0,3.0,1.0,1.4,26,2.07,65,1.0,25,33,0.0,35.0,1,-1,False,True,False,False,False
Icho Larenas,190.0,235.0,190.0,6.0,4.0,0.0,0.17,15,2.5,28,0.0,0,14,0.0,43.0,1,-1,False,True,False,False,False
Ronnie Lawrence,173.0,135.0,173.0,8.0,1.0,0.0,2.88,56,1.75,53,7.03,77,47,0.3,31.0,3,-1,False,False,False,False,True
Jerome Rivera,178.0,125.0,183.0,10.0,5.0,0.0,3.21,33,2.6,51,0.0,0,40,0.0,28.0,4,-4,False,False,False,True,False
Guy Mezger,185.0,200.0,185.0,30.0,13.0,2.0,2.3,32,1.36,72,0.39,50,88,0.0,55.0,2,-1,False,True,False,False,False
Pat Schilling,173.0,145.0,173.0,5.0,1.0,0.0,1.87,26,8.24,52,0.0,0,0,0.0,35.0,2,-2,False,True,False,False,False
Jenel Lausa,165.0,125.0,173.0,7.0,4.0,0.0,1.44,42,3.53,53,0.55,66,51,0.8,35.0,4,-3,False,True,False,False,False
Craig White,188.0,170.0,193.0,14.0,8.0,0.0,1.23,40,3.28,39,0.0,0,50,0.8,33.0,2,-2,False,True,False,False,False
Martin Svensson,185.0,155.0,185.0,15.0,5.0,0.0,2.02,38,5.91,38,0.0,0,0,0.0,38.0,1,-1,False,True,False,False,False
Cathal Pendred,185.0,170.0,190.0,17.0,3.0,1.0,2.49,44,3.01,55,2.46,23,83,0.4,36.0,6,-2,False,True,False,False,False
Vince Cachero,168.0,145.0,173.0,7.0,3.0,0.0,3.29,45,6.51,43,0.0,0,18,0.5,34.0,2,-2,False,True,False,False,False
Melsik Baghdasaryan,175.0,145.0,178.0,7.0,1.0,0.0,5.63,61,3.28,55,0.0,0,76,0.0,31.0,3,-1,False,False,False,True,False
Carlos Ulberg,193.0,205.0,196.0,8.0,1.0,0.0,8.13,62,3.45,52,0.92,100,100,0.0,33.0,5,4,False,True,False,False,False
Joao Pierini,185.0,155.0,185.0,4.0,0.0,0.0,0.76,14,4.56,33,0.0,0,0,0.0,52.0,1,-1,False,False,False,False,True
John Dodson,160.0,135.0,168.0,22.0,11.0,0.0,3.2,40,3.58,61,0.71,28,82,0.0,39.0,17,-1,False,True,False,False,False
Mike Santiago,178.0,145.0,175.0,19.0,11.0,0.0,3.44,49,3.58,36,2.66,50,53,1.1,34.0,3,-3,False,True,False,False,False
Chris Leben,180.0,185.0,185.0,22.0,10.0,0.0,2.87,42,2.87,52,1.14,41,53,0.8,43.0,22,-4,False,False,False,True,False
Justin James,178.0,155.0,178.0,13.0,6.0,0.0,1.34,36,2.68,50,0.0,0,50,1.6,47.0,1,-1,False,True,False,False,False
Viviane Pereira,155.0,115.0,160.0,13.0,1.0,0.0,2.7,30,4.48,58,0.25,100,28,0.2,30.0,4,-2,False,True,False,False,False
Eryk Anders,185.0,185.0,190.0,15.0,7.0,0.0,3.56,47,4.39,50,1.54,24,79,0.1,36.0,15,-1,False,False,False,True,False
Claude Patrick,180.0,170.0,190.0,14.0,1.0,0.0,1.8,55,0.89,69,2.32,53,84,1.7,43.0,4,-1,False,True,False,False,False
Macy Chiasson,180.0,135.0,183.0,9.0,2.0,0.0,3.64,44,2.61,46,2.17,34,64,0.3,32.0,9,-1,False,True,False,False,False
Brock Larson,180.0,170.0,180.0,42.0,9.0,0.0,1.39,46,1.5,55,2.67,34,43,2.0,46.0,6,-2,False,False,False,True,False
Themba Gorimbo,185.0,170.0,196.0,10.0,4.0,0.0,1.8,59,1.71,42,3.47,50,66,0.0,32.0,2,1,False,True,False,False,False
Alan Jouban,183.0,170.0,185.0,16.0,7.0,0.0,5.67,50,3.77,60,0.51,44,58,0.3,42.0,13,1,False,False,False,True,False
Marcel Fortuna,185.0,205.0,188.0,9.0,2.0,0.0,3.83,46,4.52,64,0.45,8,75,0.5,38.0,3,-2,False,True,False,False,False
Fabio Maldonado,185.0,205.0,190.0,23.0,10.0,0.0,5.29,58,4.31,53,0.44,57,61,0.6,43.0,11,-2,False,True,False,False,False
Nate Schroeder,185.0,230.0,185.0,11.0,9.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Patrick Cote,180.0,170.0,190.0,23.0,10.0,0.0,2.81,48,3.21,48,0.68,20,43,0.2,43.0,21,-2,False,True,False,False,False
Shane del Rosario,193.0,250.0,193.0,11.0,1.0,0.0,3.93,60,2.97,54,1.2,40,16,2.4,40.0,2,-2,False,False,False,True,False
Elizeu Zaleski dos Santos,180.0,170.0,185.0,23.0,7.0,0.0,4.48,41,3.1,58,0.47,14,65,0.4,37.0,13,2,False,True,False,False,False
Tecia Torres,155.0,115.0,152.0,13.0,5.0,0.0,4.74,48,3.59,61,0.66,14,61,0.1,34.0,15,-1,False,True,False,False,False
Joe Brammer,173.0,155.0,173.0,7.0,2.0,1.0,2.15,31,2.8,56,0.81,50,50,0.0,40.0,2,-2,False,True,False,False,False
Billy Miles,178.0,170.0,178.0,2.0,1.0,0.0,0.0,0,1.25,33,0.0,0,0,0.0,45.0,1,-1,False,True,False,False,False
Abel Trujillo,173.0,155.0,178.0,15.0,7.0,0.0,2.65,41,2.31,59,2.18,45,40,0.4,40.0,10,-2,False,True,False,False,False
Drako Rodriguez,173.0,135.0,175.0,7.0,2.0,0.0,3.37,36,4.4,58,2.93,66,75,0.7,27.0,2,-2,False,True,False,False,False
Tyler Diamond,170.0,145.0,175.0,9.0,0.0,0.0,3.4,47,2.53,44,3.0,75,70,0.0,32.0,1,-1,False,True,False,False,False
Mohammed Usman,188.0,239.0,201.0,9.0,2.0,0.0,0.92,27,2.62,51,1.46,15,0,0.0,34.0,2,2,False,True,False,False,False
Mike Pierce,173.0,170.0,180.0,17.0,6.0,0.0,2.62,42,2.36,62,3.08,42,71,0.2,43.0,14,-2,False,True,False,False,False
Tina Lahdemaki,157.0,115.0,157.0,5.0,0.0,0.0,1.93,20,4.67,57,0.0,0,16,0.0,35.0,1,-1,False,True,False,False,False
Lerone Murphy,175.0,145.0,185.0,11.0,0.0,1.0,3.58,48,2.64,55,0.83,37,43,0.6,32.0,4,4,False,True,False,False,False
Pete Spratt,175.0,170.0,175.0,25.0,22.0,0.0,1.63,48,1.33,55,0.3,100,46,0.3,52.0,7,-2,False,True,False,False,False
Chuck Liddell,188.0,205.0,193.0,21.0,7.0,0.0,2.97,35,2.71,56,0.44,75,81,0.0,54.0,22,-3,False,True,False,False,False
Danny Downes,183.0,155.0,183.0,8.0,2.0,0.0,1.66,34,3.53,37,0.0,0,37,0.5,37.0,2,-2,False,True,False,False,False
Andrea Lee,168.0,125.0,175.0,13.0,6.0,0.0,5.13,48,3.59,64,2.04,57,54,0.6,34.0,10,-2,False,True,False,False,False
Scott Askham,190.0,185.0,190.0,14.0,3.0,0.0,3.03,46,3.52,52,0.44,18,65,0.7,35.0,6,-2,False,False,False,True,False
Vince Morales,175.0,135.0,178.0,11.0,6.0,0.0,4.17,37,4.24,53,0.14,25,64,0.0,33.0,8,-2,False,True,False,False,False
Fabio Gurgel,183.0,205.0,183.0,3.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Dan Stittgen,185.0,170.0,185.0,12.0,4.0,0.0,2.97,46,4.42,37,0.78,100,100,0.0,43.0,2,-2,False,True,False,False,False
Alen Amedovski,178.0,185.0,188.0,8.0,3.0,0.0,0.99,30,3.85,46,0.0,0,0,0.0,35.0,4,-4,False,True,False,False,False
Gokhan Saki,183.0,205.0,185.0,1.0,1.0,0.0,7.09,58,4.57,53,0.0,0,100,0.0,40.0,2,-1,False,True,False,False,False
Quinn Mulhern,190.0,155.0,190.0,18.0,3.0,0.0,1.48,28,2.09,51,1.36,20,33,0.0,39.0,2,-2,False,True,False,False,False
Evan Elder,178.0,155.0,183.0,7.0,1.0,0.0,3.78,48,5.42,43,0.59,12,28,0.0,26.0,2,-2,False,False,False,False,True
Julian Erosa,185.0,145.0,188.0,28.0,11.0,0.0,6.22,48,6.35,47,1.66,46,61,0.6,34.0,13,-2,False,False,False,True,False
Tyron Woodley,175.0,170.0,188.0,19.0,6.0,1.0,2.36,48,2.76,54,1.06,40,87,0.4,41.0,15,-4,False,True,False,False,False
Roldan Sangcha'an,163.0,125.0,163.0,4.0,1.0,0.0,2.71,46,2.15,51,1.94,60,68,0.0,33.0,2,-2,False,True,False,False,False
Garett Whiteley,183.0,155.0,183.0,7.0,2.0,0.0,3.72,48,4.04,46,0.0,0,27,0.9,43.0,3,-3,False,True,False,False,False
