Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Josh Copeland,185.0,265.0,185.0,12.0,3.0,0.0,1.03,31,3.01,55,0.0,0,57,0.0,41.0,2,-2,False,True,False,False,False
Luiz Cane,188.0,185.0,196.0,17.0,6.0,0.0,4.79,41,5.0,60,0.56,28,100,0.3,42.0,9,-2,False,False,False,True,False
Lance Benoist,180.0,170.0,183.0,6.0,2.0,0.0,3.68,51,2.7,56,1.5,33,61,0.0,35.0,4,1,False,False,False,True,False
Jafel Filho,170.0,125.0,173.0,14.0,2.0,0.0,1.46,36,1.92,46,1.15,28,55,1.7,30.0,1,-1,False,True,False,False,False
Mikey Burnett,168.0,170.0,168.0,4.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,49.0,3,1,False,True,False,False,False
Aleksei Kunchenko,173.0,170.0,178.0,20.0,1.0,0.0,3.67,44,2.83,63,0.25,33,80,0.0,39.0,4,-2,False,True,False,False,False
Yusuke Kasuya,170.0,155.0,170.0,9.0,2.0,0.0,2.17,44,4.34,48,1.36,33,0,0.0,34.0,2,-2,False,False,False,True,False
Eric Wisely,173.0,145.0,173.0,26.0,8.0,1.0,1.42,47,2.08,56,0.0,0,27,0.9,39.0,2,-2,False,False,False,True,False
Henry Martinez,170.0,155.0,175.0,9.0,3.0,0.0,2.79,25,4.01,60,0.0,0,80,0.0,40.0,3,-1,False,False,False,True,False
Muslim Salikhov,180.0,170.0,178.0,18.0,3.0,0.0,3.3,49,2.43,67,1.2,35,77,0.0,39.0,8,1,False,True,False,False,False
Travis Wiuff,190.0,205.0,190.0,75.0,20.0,0.0,0.48,30,4.03,41,4.84,57,44,1.2,45.0,2,-2,False,True,False,False,False
Santiago Ponzinibbio,183.0,170.0,185.0,30.0,6.0,0.0,4.9,41,4.67,61,0.48,30,60,0.0,37.0,17,-1,False,True,False,False,False
Austin Hubbard,178.0,155.0,180.0,13.0,5.0,0.0,3.67,47,2.97,58,1.35,61,63,0.0,32.0,7,-1,False,True,False,False,False
Belal Muhammad,180.0,170.0,183.0,22.0,3.0,0.0,4.55,43,3.64,57,1.98,35,93,0.2,35.0,17,9,False,True,False,False,False
Tyson Pedro,190.0,205.0,201.0,9.0,3.0,0.0,2.96,61,2.49,54,0.97,36,52,1.0,32.0,9,-1,False,True,False,False,False
Darren Stewart,183.0,205.0,188.0,12.0,7.0,0.0,3.05,45,3.29,48,1.75,45,67,0.1,33.0,12,-3,False,True,False,False,False
Ronda Rousey,170.0,135.0,168.0,12.0,1.0,0.0,4.17,52,4.14,44,6.26,68,50,4.8,36.0,8,-2,False,True,False,False,False
Gilbert Urbina,190.0,170.0,190.0,6.0,3.0,0.0,6.33,60,4.09,47,3.96,50,0,1.0,27.0,2,1,False,True,False,False,False
Josh Shockley,185.0,155.0,185.0,11.0,3.0,0.0,1.4,33,1.75,60,0.0,0,61,0.8,34.0,2,-2,False,True,False,False,False
Ismael Bonfim,173.0,155.0,180.0,18.0,3.0,0.0,5.34,57,2.65,78,1.35,28,100,0.0,28.0,1,1,False,True,False,False,False
Chelsea Chandler,173.0,145.0,173.0,4.0,1.0,0.0,8.94,54,2.82,55,0.0,0,66,0.0,33.0,1,1,False,False,False,True,False
Micheal Gillmore,180.0,170.0,183.0,6.0,4.0,0.0,2.04,57,3.02,43,0.0,0,50,0.0,36.0,2,-2,False,True,False,False,False
Justin Ledet,193.0,205.0,203.0,9.0,3.0,0.0,3.35,39,4.82,49,0.23,50,42,0.2,35.0,7,-4,False,True,False,False,False
Josh Barnett,190.0,250.0,198.0,34.0,8.0,0.0,3.2,50,2.11,57,1.26,55,55,1.4,46.0,10,1,False,True,False,False,False
Mallory Martin,163.0,115.0,160.0,7.0,4.0,0.0,4.42,48,6.64,55,2.28,43,25,0.3,29.0,4,-2,False,True,False,False,False
Tim Kennedy,180.0,185.0,188.0,18.0,5.0,0.0,2.78,47,1.84,62,2.58,35,70,0.7,44.0,5,-2,False,True,False,False,False
Nick Roehrick,188.0,205.0,188.0,7.0,0.0,0.0,2.31,17,6.92,44,0.0,0,0,0.0,36.0,1,-1,False,True,False,False,False
Mark Bocek,173.0,155.0,190.0,11.0,5.0,0.0,2.34,43,2.32,60,3.65,36,31,1.3,42.0,13,1,False,True,False,False,False
Mateus Mendonca,168.0,135.0,180.0,10.0,0.0,0.0,2.41,38,6.27,29,1.9,18,40,0.0,24.0,1,-1,False,True,False,False,False
Francisco Trinaldo,175.0,170.0,178.0,28.0,8.0,0.0,3.13,45,2.67,60,0.98,42,60,0.5,45.0,26,-1,False,False,False,True,False
Bo Nickal,185.0,185.0,193.0,3.0,0.0,0.0,1.67,57,0.21,66,12.5,57,0,15.6,27.0,1,1,False,False,False,True,False
Miguel Torres,175.0,135.0,193.0,44.0,8.0,0.0,3.98,43,1.86,74,0.0,0,17,1.6,42.0,4,-1,False,True,False,False,False
John Gunderson,175.0,155.0,175.0,35.0,15.0,2.0,1.04,27,1.71,58,1.67,33,11,2.0,44.0,3,-1,False,True,False,False,False
Chris Cope,183.0,170.0,183.0,8.0,3.0,0.0,3.96,26,4.82,50,0.0,0,80,0.0,40.0,3,-2,False,True,False,False,False
Denise Gomes,157.0,115.0,160.0,6.0,2.0,0.0,4.67,47,3.13,55,1.19,33,50,1.2,24.0,2,1,False,True,False,False,False
Diana Belbita,170.0,115.0,173.0,14.0,7.0,0.0,6.59,44,5.72,53,0.72,50,66,0.0,27.0,5,1,False,True,False,False,False
Alistair Overeem,193.0,265.0,203.0,47.0,18.0,0.0,3.67,64,2.44,57,1.42,55,73,0.8,43.0,20,-1,False,True,False,False,False
Hector Aldana,180.0,170.0,183.0,4.0,2.0,0.0,3.59,38,5.08,59,0.93,100,0,0.0,35.0,3,-3,False,True,False,False,False
Alex White,183.0,155.0,180.0,13.0,5.0,0.0,3.76,42,3.07,60,0.92,28,71,0.5,35.0,10,-1,False,False,False,True,False
Mirko Filipovic,188.0,230.0,185.0,34.0,11.0,2.0,2.11,50,1.89,63,0.19,40,78,0.3,49.0,11,1,False,False,False,True,False
Jens Pulver,170.0,145.0,178.0,27.0,18.0,1.0,2.12,37,3.13,56,0.22,33,63,0.3,49.0,8,-2,False,False,False,True,False
Shavkat Rakhmonov,185.0,170.0,196.0,16.0,0.0,0.0,4.45,59,2.61,53,1.49,33,100,1.5,29.0,5,5,False,True,False,False,False
James Wilks,185.0,170.0,190.0,7.0,3.0,0.0,1.82,45,2.03,50,1.27,22,66,3.8,45.0,4,-1,False,True,False,False,False
Vinc Pichel,178.0,155.0,183.0,14.0,2.0,0.0,3.56,47,2.5,58,3.0,54,23,0.2,41.0,10,-1,False,True,False,False,False
Rich Clementi,175.0,155.0,183.0,45.0,22.0,1.0,1.43,37,2.29,60,1.72,42,25,1.1,47.0,10,-2,False,False,False,True,False
Jim Mullen,185.0,215.0,185.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,False,False,True,False
Alex Garcia,175.0,170.0,183.0,15.0,5.0,0.0,1.81,31,3.03,59,3.72,52,66,0.1,36.0,10,-2,False,True,False,False,False
Liang Na,165.0,115.0,170.0,19.0,5.0,0.0,2.94,52,4.09,27,5.74,50,0,1.9,27.0,2,-2,False,True,False,False,False
Dennis Bermudez,168.0,155.0,168.0,16.0,9.0,0.0,4.42,46,3.07,59,3.89,40,82,1.1,37.0,17,1,False,True,False,False,False
Genki Sudo,175.0,155.0,175.0,14.0,4.0,2.0,1.55,39,2.23,33,3.58,60,50,4.2,45.0,3,1,False,True,False,False,False
Aspen Ladd,168.0,135.0,168.0,9.0,2.0,0.0,3.78,47,4.65,47,1.56,47,62,0.6,28.0,7,-2,False,True,False,False,False
Thomas Gifford,185.0,155.0,190.0,14.0,8.0,0.0,3.97,37,6.45,37,0.5,33,33,0.0,31.0,2,-2,False,True,False,False,False
Alex Gorgees,188.0,155.0,188.0,6.0,0.0,0.0,0.67,32,2.27,38,0.0,0,54,0.0,28.0,1,-1,False,False,False,False,True
Josh Culibao,178.0,145.0,185.0,10.0,1.0,1.0,2.96,43,3.13,59,0.0,0,82,0.5,29.0,4,3,False,True,False,False,False
Chad Mendes,168.0,145.0,168.0,18.0,4.0,0.0,2.78,49,2.35,67,4.13,55,100,0.3,38.0,14,-1,False,True,False,False,False
Diego Lopes,180.0,145.0,183.0,21.0,5.0,0.0,2.26,52,5.24,34,0.0,0,36,4.2,29.0,1,-1,False,True,False,False,False
Steve Bosse,180.0,205.0,183.0,11.0,2.0,0.0,5.99,52,5.38,50,0.92,33,100,0.0,42.0,3,2,False,True,False,False,False
Chris Haseman,180.0,205.0,180.0,20.0,16.0,0.0,0.93,70,4.67,28,0.0,0,40,2.0,54.0,1,-1,False,True,False,False,False
Guram Kutateladze,180.0,145.0,183.0,12.0,2.0,0.0,3.83,42,4.37,58,0.5,12,77,0.0,31.0,2,-1,False,True,False,False,False
Chase Gormley,190.0,265.0,190.0,14.0,5.0,0.0,3.6,42,6.03,44,3.12,42,0,1.0,37.0,2,-2,False,True,False,False,False
Thiago Tavares,170.0,145.0,178.0,21.0,6.0,1.0,2.0,40,2.31,62,3.83,42,62,1.5,39.0,17,-1,False,True,False,False,False
Michael Kuiper,183.0,185.0,185.0,15.0,4.0,0.0,3.28,54,3.62,54,2.3,55,79,0.0,34.0,4,-2,False,True,False,False,False
Glaico Franca Moreira,183.0,155.0,196.0,15.0,4.0,0.0,2.35,42,3.46,47,2.68,42,76,0.3,32.0,3,-2,False,True,False,False,False
Rob Yundt,185.0,185.0,185.0,9.0,4.0,0.0,1.37,41,2.55,31,2.94,100,0,0.0,43.0,2,-2,False,True,False,False,False
Jonathan Meunier,190.0,170.0,190.0,7.0,1.0,0.0,3.47,50,1.43,69,0.58,33,58,0.0,36.0,2,1,False,False,False,False,True
Mike Davis,183.0,155.0,183.0,9.0,2.0,0.0,5.83,52,6.2,56,3.04,53,69,0.2,31.0,4,3,False,True,False,False,False
Vinny Magalhaes,190.0,205.0,190.0,14.0,8.0,0.0,2.14,24,3.97,68,1.55,44,66,0.8,39.0,5,-2,False,True,False,False,False
David Terrell,185.0,185.0,185.0,5.0,2.0,0.0,2.34,63,2.71,37,5.54,50,0,5.5,45.0,3,1,False,False,False,True,False
Ben Sosoli,183.0,265.0,183.0,7.0,2.0,0.0,2.31,31,4.3,47,0.0,0,0,0.0,34.0,1,-1,False,False,False,True,False
Liudvik Sholinian,178.0,135.0,180.0,9.0,3.0,1.0,2.5,30,5.67,55,0.0,0,66,0.0,33.0,2,-2,False,True,False,False,False
Mark Madsen,173.0,155.0,183.0,12.0,0.0,0.0,3.24,47,3.67,53,3.09,66,62,0.0,39.0,5,-1,False,True,False,False,False
Alan Omer,178.0,145.0,178.0,20.0,4.0,0.0,3.49,55,2.21,64,1.69,42,66,0.0,35.0,2,-2,False,True,False,False,False
Leonardo Santos,183.0,155.0,190.0,18.0,6.0,1.0,2.82,46,3.4,54,0.88,25,86,0.2,43.0,10,-3,False,True,False,False,False
Joe Doerksen,183.0,185.0,190.0,51.0,15.0,0.0,1.43,42,2.79,50,2.02,33,33,2.3,46.0,9,-2,False,True,False,False,False
Brad Tavares,185.0,185.0,188.0,19.0,8.0,0.0,3.32,42,3.06,56,0.85,26,80,0.0,36.0,22,-2,False,True,False,False,False
Bubba Bush,183.0,185.0,183.0,8.0,2.0,0.0,0.63,55,7.01,25,2.82,50,60,0.0,38.0,1,-1,False,True,False,False,False
Ryan Bader,188.0,205.0,188.0,22.0,5.0,0.0,2.82,43,1.39,71,3.37,44,80,0.4,40.0,20,2,False,True,False,False,False
Marcin Tybura,190.0,249.0,198.0,23.0,7.0,0.0,3.55,48,3.31,55,1.39,33,79,0.1,38.0,17,2,False,True,False,False,False
Jake Lindsey,180.0,155.0,180.0,12.0,6.0,0.0,3.44,52,4.01,46,0.65,33,50,0.0,37.0,3,-3,False,False,False,False,True
Paul Taylor,183.0,155.0,183.0,10.0,6.0,1.0,4.44,47,4.47,55,0.27,25,56,0.5,44.0,9,1,False,True,False,False,False
Rob Kimmons,178.0,185.0,185.0,25.0,8.0,0.0,1.86,48,4.79,38,2.08,46,25,2.4,42.0,7,-2,False,True,False,False,False
Ian Entwistle,165.0,135.0,165.0,9.0,2.0,0.0,0.11,7,7.36,31,0.0,0,0,12.1,37.0,3,-1,False,True,False,False,False
Ebenezer Fontes Braga,183.0,199.0,183.0,12.0,7.0,2.0,2.42,50,0.42,71,0.0,0,90,0.6,54.0,1,1,False,True,False,False,False
Teemu Packalen,185.0,155.0,190.0,8.0,2.0,0.0,2.57,54,3.91,47,2.31,25,100,1.5,36.0,4,-2,False,True,False,False,False
Will Chope,193.0,145.0,193.0,34.0,12.0,0.0,4.43,27,9.93,46,0.0,0,0,0.0,33.0,1,-1,False,False,False,False,True
Godofredo Pepey,170.0,145.0,185.0,13.0,5.0,0.0,2.32,38,3.23,47,0.37,7,35,1.5,36.0,11,-2,False,True,False,False,False
Jason Lambert,190.0,185.0,190.0,26.0,12.0,0.0,3.21,58,1.84,50,1.35,36,28,2.4,48.0,8,-3,False,True,False,False,False
Frank Mir,190.0,264.0,201.0,18.0,10.0,0.0,2.18,47,3.84,38,2.02,40,54,2.0,44.0,27,-2,False,False,False,True,False
Ricardo Abreu,180.0,185.0,180.0,5.0,0.0,0.0,3.79,31,3.98,68,2.13,42,100,0.7,39.0,2,-1,False,True,False,False,False
Cole Escovedo,170.0,135.0,183.0,17.0,8.0,0.0,1.77,43,4.32,49,0.43,33,13,0.0,42.0,3,-3,False,True,False,False,False
Wu Yanan,173.0,135.0,168.0,13.0,5.0,0.0,4.23,41,4.95,49,0.62,30,63,0.2,27.0,6,-4,False,True,False,False,False
Chas Skelly,180.0,145.0,183.0,18.0,3.0,0.0,2.01,40,3.21,49,1.74,34,39,2.3,38.0,11,2,False,True,False,False,False
Ricardo Almeida,183.0,170.0,188.0,13.0,4.0,0.0,2.02,49,1.2,61,3.74,38,31,1.2,47.0,11,-1,False,True,False,False,False
Gian Villante,190.0,230.0,193.0,17.0,13.0,0.0,4.38,44,5.47,55,0.45,23,83,0.0,38.0,18,-4,False,True,False,False,False
Caio Magalhaes,185.0,185.0,185.0,10.0,2.0,0.0,2.27,40,2.78,56,1.05,15,58,1.6,36.0,7,-2,False,True,False,False,False
Zach Makovsky,163.0,125.0,163.0,20.0,7.0,0.0,1.94,43,2.24,62,3.71,30,56,0.3,40.0,7,-3,False,False,False,True,False
Kailin Curran,163.0,115.0,165.0,4.0,4.0,0.0,3.89,43,4.75,53,2.0,57,61,0.6,32.0,7,-4,False,True,False,False,False
Amaury Bitetti,175.0,185.0,175.0,4.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,2,1,False,True,False,False,False
Justin McCully,185.0,225.0,185.0,11.0,4.0,2.0,1.58,37,2.02,46,1.28,44,43,0.0,47.0,4,-1,False,True,False,False,False
Dustin Kimura,170.0,135.0,180.0,11.0,2.0,0.0,1.33,21,3.82,51,0.93,37,50,2.2,34.0,5,-2,False,True,False,False,False
Jake Collier,190.0,230.0,198.0,13.0,8.0,0.0,5.81,43,5.01,50,0.79,33,67,0.5,35.0,13,-3,False,True,False,False,False
Jason Day,183.0,185.0,183.0,19.0,11.0,0.0,3.61,54,3.46,47,1.13,100,0,0.0,42.0,3,-2,False,True,False,False,False
Sean O'Malley,180.0,135.0,183.0,15.0,1.0,0.0,7.43,60,3.54,62,0.45,42,60,0.5,29.0,9,4,False,False,False,False,True
Marc Diakiese,178.0,155.0,185.0,16.0,5.0,0.0,2.73,40,2.63,53,3.33,43,67,0.0,30.0,13,-1,False,True,False,False,False
Caol Uno,170.0,155.0,178.0,33.0,18.0,5.0,1.91,49,1.9,50,1.95,31,37,0.5,48.0,8,-3,False,False,False,True,False
Ricco Rodriguez,193.0,265.0,193.0,53.0,24.0,0.0,1.85,51,1.15,61,2.3,39,40,1.0,46.0,7,-2,False,True,False,False,False
Per Eklund,178.0,155.0,183.0,14.0,4.0,1.0,2.07,61,2.38,67,2.07,11,50,3.6,37.0,3,-1,False,True,False,False,False
Marco Ruas,185.0,210.0,185.0,9.0,3.0,2.0,0.0,0,0.0,0,0.0,0,0,0.0,62.0,2,-1,False,True,False,False,False
Stephanie Egger,168.0,135.0,173.0,8.0,3.0,0.0,1.93,53,2.08,53,3.04,40,50,0.8,35.0,6,-1,False,True,False,False,False
Bartosz Fabinski,183.0,170.0,190.0,15.0,4.0,0.0,2.23,68,1.46,51,7.1,70,80,0.0,37.0,6,-3,False,True,False,False,False
Siyar Bahadurzada,180.0,170.0,185.0,24.0,7.0,1.0,2.91,40,3.23,49,1.32,61,62,0.3,39.0,8,-2,False,True,False,False,False
Jon Manley,185.0,170.0,185.0,9.0,3.0,0.0,1.13,20,4.33,45,1.0,7,20,0.0,37.0,1,-1,False,True,False,False,False
Aiemann Zahabi,173.0,135.0,173.0,9.0,2.0,0.0,3.04,43,3.4,72,0.25,16,75,0.0,36.0,5,2,False,True,False,False,False
Anna Elmose,160.0,115.0,160.0,3.0,1.0,0.0,3.68,49,4.64,56,0.0,0,33,0.0,39.0,2,-2,False,True,False,False,False
James Giboo,180.0,170.0,180.0,13.0,4.0,0.0,1.2,27,7.08,39,0.0,0,0,0.0,45.0,1,-1,False,True,False,False,False
Dan Hardy,183.0,170.0,188.0,24.0,10.0,0.0,2.46,35,3.44,51,0.73,35,35,0.4,41.0,10,2,False,True,False,False,False
Ryan Roberts,168.0,155.0,168.0,21.0,11.0,1.0,0.0,0,22.5,45,0.0,0,0,0.0,45.0,1,-1,False,True,False,False,False
Roland Delorme,175.0,135.0,180.0,9.0,4.0,0.0,2.28,44,4.32,40,2.51,34,42,1.6,40.0,6,-3,False,True,False,False,False
Tom Breese,190.0,185.0,185.0,12.0,2.0,0.0,3.34,50,2.81,60,0.0,0,70,1.1,32.0,8,-1,False,False,False,True,False
Mike Stumpf,178.0,170.0,178.0,11.0,3.0,0.0,3.34,43,8.85,47,1.59,25,33,0.8,37.0,2,-2,False,True,False,False,False
Vinicius Moreira,193.0,205.0,193.0,9.0,4.0,0.0,3.15,59,5.07,43,1.97,18,0,1.3,34.0,4,-4,False,True,False,False,False
Ben Saunders,188.0,170.0,196.0,22.0,12.0,2.0,3.23,50,3.58,51,0.2,40,66,1.3,40.0,19,-4,False,True,False,False,False
Alex Hunter,175.0,226.0,175.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,True,False,False,False
Takeya Mizugaki,170.0,135.0,175.0,21.0,10.0,2.0,3.37,37,3.27,57,1.46,57,70,0.1,40.0,14,-2,False,True,False,False,False
Jesus Aguilar,163.0,125.0,157.0,8.0,1.0,0.0,1.6,48,0.92,65,2.77,37,0,1.8,27.0,1,-1,False,True,False,False,False
Chance Rencountre,188.0,170.0,190.0,14.0,3.0,0.0,1.1,20,3.62,49,1.35,26,16,0.3,37.0,4,-1,False,False,False,True,False
Matt Grice,173.0,145.0,178.0,15.0,4.0,0.0,4.09,53,2.69,56,2.19,37,82,0.5,42.0,7,-1,False,True,False,False,False
Ovince Saint Preux,190.0,205.0,203.0,26.0,16.0,0.0,2.71,47,3.14,46,1.15,38,66,0.5,40.0,26,-1,False,False,False,True,False
Carlos Eduardo Rocha,178.0,170.0,185.0,9.0,3.0,0.0,1.24,34,1.85,55,0.0,0,52,1.4,42.0,3,-2,False,True,False,False,False
Sabah Homasi,183.0,170.0,183.0,11.0,7.0,0.0,4.98,48,6.91,47,2.8,50,66,0.0,35.0,3,-3,False,True,False,False,False
Gabriel Silva,168.0,135.0,180.0,8.0,1.0,0.0,1.3,34,3.47,45,1.5,25,38,0.5,29.0,2,-2,False,True,False,False,False
Jesse Lennox,175.0,170.0,183.0,14.0,3.0,0.0,2.69,32,3.2,64,1.22,66,63,0.3,41.0,3,-2,False,True,False,False,False
Bibulatov Magomed,165.0,125.0,165.0,14.0,1.0,0.0,3.6,51,1.83,52,2.85,40,75,0.0,35.0,3,-2,False,True,False,False,False
Christian Rodriguez,170.0,135.0,180.0,8.0,1.0,0.0,2.89,43,1.73,59,0.92,60,66,1.2,26.0,3,2,False,True,False,False,False
Antonio Rodrigo Nogueira,190.0,240.0,196.0,34.0,9.0,1.0,1.95,42,2.4,55,1.3,29,36,2.4,47.0,11,-3,False,True,False,False,False
Konstantin Erokhin,180.0,230.0,180.0,9.0,2.0,0.0,1.07,36,1.83,47,0.0,0,70,0.0,40.0,2,-2,False,True,False,False,False
Seth Petruzelli,183.0,205.0,193.0,14.0,7.0,0.0,2.17,41,2.08,55,0.46,50,47,2.3,44.0,4,-4,False,True,False,False,False
Zhang Lipeng,180.0,155.0,180.0,23.0,8.0,1.0,1.28,48,1.88,53,1.75,30,69,0.8,33.0,4,-2,False,False,False,True,False
Matheus Nicolau,168.0,125.0,168.0,19.0,3.0,1.0,3.66,53,3.14,66,1.48,45,93,0.9,30.0,9,-1,False,True,False,False,False
Cameron Saaiman,173.0,135.0,170.0,7.0,0.0,0.0,5.39,47,2.59,59,0.71,50,40,0.4,23.0,2,2,False,False,False,True,False
Brian Kelleher,168.0,135.0,168.0,24.0,13.0,0.0,3.36,41,4.61,54,1.79,42,60,0.7,37.0,15,-2,False,False,False,False,True
Junior Albini,190.0,264.0,188.0,14.0,5.0,0.0,3.98,51,6.08,52,1.54,37,100,0.0,32.0,5,-4,False,True,False,False,False
Ryan Jimmo,185.0,205.0,185.0,19.0,4.0,0.0,3.12,66,2.77,46,0.45,28,87,0.0,42.0,7,-2,False,True,False,False,False
Danny Mitchell,188.0,170.0,188.0,19.0,8.0,1.0,2.53,49,2.53,52,0.0,0,100,3.0,37.0,2,-2,False,True,False,False,False
Alex Morono,180.0,170.0,183.0,22.0,8.0,0.0,5.2,42,4.14,57,0.29,20,50,0.4,33.0,17,1,False,True,False,False,False
Domingo Pilarte,183.0,135.0,185.0,8.0,2.0,0.0,1.31,47,2.96,40,1.2,42,54,0.8,33.0,2,-2,False,False,False,True,False
Dennis Siver,168.0,145.0,178.0,22.0,11.0,0.0,3.87,32,2.67,65,0.87,32,65,0.3,44.0,20,1,False,True,False,False,False
Mike Guymon,183.0,170.0,188.0,15.0,5.0,1.0,2.75,65,0.79,66,1.87,37,54,1.2,49.0,4,-2,False,True,False,False,False
Randy Costa,175.0,135.0,185.0,6.0,3.0,0.0,6.53,46,7.58,58,0.0,0,50,0.0,29.0,6,-3,False,False,False,False,True
Colin Fletcher,188.0,155.0,188.0,14.0,7.0,0.0,3.1,34,2.97,62,0.0,0,27,0.0,40.0,2,-2,False,True,False,False,False
Jinh Yu Frey,160.0,115.0,165.0,11.0,8.0,0.0,2.95,42,4.11,52,1.02,37,89,0.3,38.0,7,-3,False,False,False,True,False
Keith Mielke,173.0,185.0,173.0,0.0,4.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Eric Spicely,185.0,185.0,185.0,12.0,5.0,0.0,3.71,45,5.72,55,1.31,20,75,1.0,37.0,7,-4,False,True,False,False,False
Kalib Starnes,190.0,185.0,188.0,17.0,10.0,1.0,2.71,48,4.43,53,1.46,33,25,0.6,48.0,5,-2,False,True,False,False,False
Dongi Yang,178.0,185.0,185.0,12.0,3.0,0.0,3.55,51,3.21,63,1.7,41,61,0.5,39.0,5,1,False,False,False,True,False
Yuta Sasaki,178.0,125.0,180.0,21.0,5.0,2.0,2.16,41,2.5,50,3.03,43,41,1.2,34.0,9,-1,False,False,False,True,False
Bobby Green,178.0,155.0,180.0,29.0,13.0,1.0,5.97,51,3.67,62,1.28,37,72,0.3,37.0,19,-2,False,True,False,False,False
Joseph Holmes,193.0,185.0,203.0,8.0,3.0,0.0,2.88,53,3.08,54,1.49,40,50,0.8,28.0,4,-2,False,True,False,False,False
Larry Cureton,188.0,240.0,188.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
John Allan,185.0,205.0,190.0,13.0,6.0,0.0,3.56,42,5.74,52,1.4,71,50,0.8,30.0,2,-2,False,True,False,False,False
Azamat Murzakanov,178.0,205.0,180.0,12.0,0.0,0.0,4.57,57,3.12,57,0.75,16,83,0.0,34.0,3,3,False,False,False,True,False
Jason Knight,178.0,145.0,180.0,20.0,4.0,0.0,2.95,33,3.02,51,1.31,31,47,1.7,31.0,9,-4,False,True,False,False,False
Istela Nunes,163.0,115.0,168.0,6.0,3.0,0.0,5.05,45,4.83,59,0.0,0,53,0.0,31.0,3,-3,False,True,False,False,False
Ian Heinisch,180.0,185.0,183.0,14.0,4.0,0.0,3.25,50,2.98,59,1.02,17,59,0.7,35.0,7,-2,False,True,False,False,False
Deiveson Figueiredo,165.0,125.0,173.0,21.0,2.0,1.0,3.09,55,3.5,51,1.44,42,57,1.8,36.0,13,-1,False,True,False,False,False
Yui Chul Nam,175.0,145.0,175.0,18.0,7.0,1.0,3.53,51,2.0,48,1.33,16,57,0.3,42.0,3,-2,False,True,False,False,False
Clay Guida,170.0,155.0,178.0,38.0,19.0,0.0,2.63,33,3.01,61,3.16,36,69,0.6,42.0,35,-1,False,True,False,False,False
Irene Aldana,175.0,135.0,173.0,14.0,6.0,0.0,4.86,39,5.71,59,0.17,50,75,0.3,35.0,12,-1,False,True,False,False,False
Jon Fitch,183.0,170.0,188.0,30.0,6.0,1.0,2.61,50,1.65,54,3.6,51,56,0.8,45.0,17,-1,False,True,False,False,False
Phil Rowe,190.0,170.0,203.0,9.0,3.0,0.0,4.39,52,4.97,53,0.81,37,52,0.5,33.0,4,3,False,True,False,False,False
Marcelo Rojo,173.0,145.0,180.0,16.0,9.0,0.0,4.92,39,6.42,55,0.46,50,66,0.0,35.0,3,-3,False,True,False,False,False
Nate Mohr,175.0,155.0,183.0,9.0,6.0,0.0,3.79,41,2.5,74,0.45,50,71,0.0,40.0,4,-2,False,True,False,False,False
Philipe Lins,188.0,205.0,198.0,16.0,5.0,0.0,3.59,46,3.73,44,1.55,35,100,0.0,38.0,5,3,False,True,False,False,False
Don'Tale Mayes,198.0,260.0,206.0,9.0,5.0,0.0,3.39,43,3.73,44,0.89,46,56,0.0,31.0,6,1,False,True,False,False,False
Leah Letson,170.0,145.0,180.0,5.0,2.0,0.0,3.06,41,3.84,52,0.51,50,76,0.0,31.0,2,-1,False,True,False,False,False
Keith Wisniewski,183.0,170.0,183.0,28.0,14.0,1.0,2.32,52,4.86,42,1.57,40,78,0.3,42.0,4,-4,False,True,False,False,False
Che Mills,185.0,170.0,193.0,15.0,10.0,0.0,2.08,52,2.87,43,1.18,66,58,0.0,41.0,3,1,False,True,False,False,False
John Lineker,160.0,135.0,170.0,31.0,8.0,0.0,5.36,40,4.27,56,0.56,58,67,0.6,33.0,16,-1,False,True,False,False,False
Uros Medic,185.0,155.0,180.0,7.0,1.0,0.0,8.14,66,3.76,59,0.0,0,66,0.0,30.0,3,1,False,False,False,True,False
Brendan Schaub,193.0,245.0,198.0,10.0,4.0,0.0,2.92,37,2.22,57,2.32,46,72,0.4,40.0,11,-2,False,True,False,False,False
Dave Herman,193.0,242.0,196.0,22.0,5.0,0.0,4.98,60,3.78,48,1.49,100,58,0.0,39.0,5,-4,False,True,False,False,False
Cameron Dollar,180.0,155.0,180.0,11.0,4.0,0.0,5.04,38,2.94,61,0.0,0,0,0.0,36.0,1,-1,False,True,False,False,False
Alberto Mina,183.0,170.0,196.0,13.0,0.0,0.0,3.23,38,3.7,47,1.85,20,50,0.0,41.0,4,-1,False,True,False,False,False
